No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Drachev	Vladimir	RUS	17	6	15.9	14.5	4	0	0	4	4	7	14	14	15	2	0	0	0
2	Bjoerndalen	Ole Einar	NOR	16	1	7.9	19.1	2	3	1	6	8	11	15	16	16	0	0	0	0
3	Hanevold	Halvard	NOR	16	4	14.8	16.4	2	2	0	4	6	9	13	14	15	1	0	0	0
4	Luck	Frank	GER	17	7	12.8	13.9	2	0	0	2	5	7	14	17	17	0	0	0	0
5	Poiree	Raphael	FRA	18	5	15.7	13.8	1	2	3	6	6	8	12	15	16	1	0	1	0
6	Gross	Ricco	GER	18	2	9.7	16.9	1	2	1	4	6	11	17	18	18	0	0	0	0
7	Andresen	Frode	NOR	18	9	22.2	12.3	1	2	0	3	3	8	11	15	15	3	0	0	0
8	Fischer	Sven	GER	18	3	11.7	15.0	1	1	2	4	7	9	15	18	18	0	0	0	0
9	Kobelev	Alexei	RUS	15	20	29.3	7.4	1	1	0	2	3	3	7	8	9	6	0	0	0
10	Aidarov	Alexei	BLR	16	13	23.1	11.4	1	0	2	3	4	7	10	11	13	3	0	0	0
11	Wuestenfeld	Jan	GER	10	26	33.9	8.3	1	0	1	2	2	4	5	5	6	4	0	0	0
12	Glimsdal	Sylfest	NOR	11	24	23.6	9.2	1	0	0	1	2	3	6	9	9	2	0	0	0
13	Bricis	Ilmars	LAT	15	11	26.6	10.5	0	1	1	2	3	6	8	11	12	3	0	0	0
14	Bjoerndalen	Dag	NOR	13	12	23.2	12.2	0	1	0	1	2	6	9	9	10	3	0	0	0
15	Carrara	Pieralberto	ITA	16	17	23.7	9.0	0	1	0	1	2	4	9	13	13	3	0	0	0
16	Gredler	Ludwig	AUT	18	16	25.1	8.4	0	1	0	1	1	4	9	16	16	2	0	0	0
17	Gjelland	Egil	NOR	15	27	27.3	6.7	0	1	0	1	1	2	6	10	12	3	0	0	0
18	Maigourov	Viktor	RUS	14	8	12.7	15.3	0	0	4	4	8	10	11	11	13	1	0	0	0
19	Raikkonen	Ville	FIN	14	22	24.6	7.2	0	0	1	1	3	3	6	11	12	2	0	0	0
20	Mouslimov	Pavel	RUS	15	15	17.8	9.7	0	0	1	1	1	4	11	13	14	1	0	0	0
21	Heymann	Carsten	GER	13	32	29.0	4.6	0	0	1	1	1	2	3	7	10	3	0	0	0
22	Tarasov	Sergei Sen.	RUS	12	18	19.1	10.1	0	0	0	0	2	4	7	10	11	1	0	0	0
23	Nakums	Jekabs	LAT	14	35	42.9	3.9	0	0	0	0	2	2	3	5	9	5	0	0	0
24	Vavilov	Pavel	RUS	7	38	39.3	5.6	0	0	0	0	2	2	2	3	3	4	0	0	0
25	Rozhkov	Sergei	RUS	14	10	15.1	11.6	0	0	0	0	1	6	10	13	14	0	0	0	0
26	Maluhins	Olegs	LAT	14	14	22.0	11.3	0	0	0	0	1	5	9	11	12	2	0	0	0
27	Sendel	Peter	GER	14	25	27.1	7.1	0	0	0	0	1	3	6	9	10	4	0	0	0
28	Favre	Patrick	ITA	16	28	35.8	5.6	0	0	0	0	1	3	6	8	8	8	0	0	0
29	Masarik	Ivan	CZE	14	29	24.7	4.8	0	0	0	0	1	1	5	11	12	2	0	0	0
30	Rostovtsev	Pavel	RUS	7	41	20.9	4.8	0	0	0	0	1	1	3	6	7	0	0	0	0
31	Pallhuber	Wilfried	ITA	18	23	35.9	5.7	0	0	0	0	0	4	7	10	12	6	0	0	0
32	Cattarinussi	Rene	ITA	14	19	26.7	8.1	0	0	0	0	0	4	7	9	10	4	0	0	0
33	Sashurin	Vadim	BLR	11	21	20.9	10.0	0	0	0	0	0	3	8	9	9	2	0	0	0
34	Puurunen	Paavo	FIN	16	34	34.5	3.8	0	0	0	0	0	2	4	7	10	5	0	1	0
35	Leitgeb	Hubert	ITA	13	39	43.8	3.6	0	0	0	0	0	2	4	5	7	6	0	0	0
36	Globocnik	Tomas	SLO	18	31	33.7	3.5	0	0	0	0	0	1	6	10	12	6	0	0	0
37	Sikora	Tomasz	POL	15	33	37.1	3.9	0	0	0	0	0	1	5	6	11	4	0	0	0
38	Chabloz	Jean Marc	SUI	17	36	33.8	3.2	0	0	0	0	0	1	4	7	10	5	0	2	0
39	Kuoppa	Fredrik	SWE	11	30	27.7	6.2	0	0	0	0	0	1	4	6	8	3	0	0	0
40	Rottmann	Wolfgang	AUT	13	37	35.0	3.6	0	0	0	0	0	1	4	5	9	3	0	1	0
41	Popov	Alexandr	BLR	14	42	30.9	2.4	0	0	0	0	0	1	3	7	10	4	0	0	0
42	Ryzhenkov	Oleg	BLR	15	43	48.2	1.8	0	0	0	0	0	1	2	5	6	9	0	0	0
43	Ivanov	Valeri	KAZ	11	51	39.7	1.7	0	0	0	0	0	1	1	4	7	4	0	0	0
44	Dengg	Günther	AUT	8	56	51.8	2.0	0	0	0	0	0	1	1	2	3	5	0	0	0
45	Mochizuki	Yukio	JPN	15	55	57.8	1.1	0	0	0	0	0	1	1	2	2	13	0	0	0
46	Machyniak	Lubomir	SVK	14	53	63.2	1.3	0	0	0	0	0	1	1	1	2	12	0	0	0
47	Perner	Wolfgang	AUT	15	40	35.0	2.8	0	0	0	0	0	0	3	8	11	4	0	0	0
48	Ziemianin	Wieslaw	POL	15	44	36.7	1.8	0	0	0	0	0	0	2	7	10	5	0	0	0
49	Kirchner	Mark	GER	11	46	34.7	2.0	0	0	0	0	0	0	2	6	8	3	0	0	0
50	Grajf	Aleksander	SLO	11	47	35.2	2.0	0	0	0	0	0	0	2	6	8	2	0	1	0
51	Suga	Kyoji	JPN	16	45	46.5	1.5	0	0	0	0	0	0	2	5	7	9	0	0	0
52	Heymann	Andreas	FRA	16	50	46.6	1.3	0	0	0	0	0	0	2	4	7	9	0	0	0
53	Poklukar	Joze	SLO	13	52	44.2	1.5	0	0	0	0	0	0	2	4	5	7	0	1	0
54	Morgenstern	Marco	GER	5	49	41.2	4.0	0	0	0	0	0	0	2	3	3	2	0	0	0
55	Garabik	Petr	CZE	13	48	46.5	1.6	0	0	0	0	0	0	2	2	4	9	0	0	0
56	Kozub	Wojciech	POL	13	60	44.3	1.0	0	0	0	0	0	0	1	4	8	5	0	0	0
57	Meguro	Hironao	JPN	16	66	46.0	0.7	0	0	0	0	0	0	1	3	6	10	0	0	0
58	Peltola	Olli-Pekka	FIN	12	64	46.0	0.9	0	0	0	0	0	0	1	3	4	8	0	0	0
59	Barila	Liutauras	LTU	15	61	57.1	0.8	0	0	0	0	0	0	1	3	3	12	0	0	0
60	Poklukar	Matjaz	SLO	7	68	41.0	1.3	0	0	0	0	0	0	1	2	5	2	0	0	0
61	Borovik	Dimitri	EST	13	65	48.7	0.8	0	0	0	0	0	0	1	2	5	8	0	0	0
62	Loefgren	Mikael	SWE	9	71	44.1	0.8	0	0	0	0	0	0	1	2	4	5	0	0	0
63	Prants	Janno	EST	12	69	58.3	0.7	0	0	0	0	0	0	1	2	3	9	0	0	0
64	Perrot	Franck	FRA	3	70	40.0	2.7	0	0	0	0	0	0	1	2	2	1	0	0	0
65	Eloranta	Harri	FIN	10	73	53.2	0.6	0	0	0	0	0	0	1	2	2	7	0	1	0
66	Popov	Konstantin	RUS	4	54	36.8	4.5	0	0	0	0	0	0	1	2	2	2	0	0	0
67	Vitek	Zdenek	CZE	14	58	51.0	0.9	0	0	0	0	0	0	1	1	5	9	0	0	0
68	Tyldum	Jon Age	NOR	3	62	43.7	4.0	0	0	0	0	0	0	1	1	2	1	0	0	0
69	Kazama	Atsushi	JPN	10	67	48.2	1.0	0	0	0	0	0	0	1	1	2	8	0	0	0
70	Kotikumpu	Ville	FIN	5	57	44.6	2.8	0	0	0	0	0	0	1	1	2	3	0	0	0
71	Messner	Helmuth	ITA	1	63	15.0	11.0	0	0	0	0	0	0	1	1	1	0	0	0	0
72	Hietalahti	Vesa	FIN	8	59	45.1	1.6	0	0	0	0	0	0	1	1	1	6	0	1	0
73	Hakkinen	Jay	USA	15	74	47.4	0.3	0	0	0	0	0	0	0	3	7	8	0	0	0
74	Zemva	Tomaz	SLO	14		47.1	0.0	0	0	0	0	0	0	0	3	5	9	0	0	0
75	Neuner	Reinhard	AUT	12		50.0	0.0	0	0	0	0	0	0	0	2	6	6	0	0	0
76	Ozbolt	Janez	SLO	13	76	50.4	0.3	0	0	0	0	0	0	0	2	6	7	0	0	0
77	Bailly-Salins	Patrice	FRA	10	75	56.3	0.4	0	0	0	0	0	0	0	2	4	6	0	0	0
78	Lysenko	Ruslan	UKR	10		62.7	0.0	0	0	0	0	0	0	0	2	3	7	0	0	0
79	Tropnikov	Alexandr	KGZ	7	81	48.6	0.1	0	0	0	0	0	0	0	1	4	3	0	0	0
80	Ivashko	Petr	BLR	11		61.1	0.0	0	0	0	0	0	0	0	1	2	9	0	0	0
81	Oftedal	Kjell Ove	NOR	3		37.7	0.0	0	0	0	0	0	0	0	1	2	1	0	0	0
82	Tach	Enrico	ITA	3		56.7	0.0	0	0	0	0	0	0	0	1	2	1	0	0	0
83	Pantov	Dmitriy	KAZ	10		53.1	0.0	0	0	0	0	0	0	0	1	2	8	0	0	0
84	Jensen	Eric	CAN	8		63.3	0.0	0	0	0	0	0	0	0	1	2	6	0	0	0
85	Pesterev	Ivan	BLR	3		68.0	0.0	0	0	0	0	0	0	0	1	1	2	0	0	0
86	Eriksson	Jonas	SWE	6	72	74.3	0.7	0	0	0	0	0	0	0	1	1	5	0	0	0
87	Rupertus	Glenn	CAN	5	77	64.0	0.8	0	0	0	0	0	0	0	1	1	4	0	0	0
88	Padin	Andrei	RUS	2	80	32.5	1.0	0	0	0	0	0	0	0	1	1	1	0	0	0
89	Beck	Günther	AUT	4		57.8	0.0	0	0	0	0	0	0	0	1	1	3	0	0	0
90	Lamichev	Petr	KGZ	2		63.5	0.0	0	0	0	0	0	0	0	1	1	1	0	0	0
91	Ojaste	Kalju	EST	8	78	55.1	0.2	0	0	0	0	0	0	0	1	1	7	0	0	0
92	Saeter	Kjetil	NOR	4		53.8	0.0	0	0	0	0	0	0	0	1	1	3	0	0	0
93	Ziemianin	Jan	POL	10		72.5	0.0	0	0	0	0	0	0	0	1	1	9	0	0	0
94	Azambre	Stephan	FRA	2		44.5	0.0	0	0	0	0	0	0	0	1	1	1	0	0	0
95	Pozdnjakov	Dmitry	KAZ	8	79	80.3	0.3	0	0	0	0	0	0	0	1	1	7	0	0	0
96	Morschakin	Alexei	BLR	12		54.4	0.0	0	0	0	0	0	0	0	0	3	9	0	0	0
97	Robert	Julien	FRA	8		59.4	0.0	0	0	0	0	0	0	0	0	2	6	0	0	0
98	Wiksten	Tord	SWE	12		53.5	0.0	0	0	0	0	0	0	0	0	2	10	0	0	0
99	Upenieks	Gundars	LAT	11		63.1	0.0	0	0	0	0	0	0	0	0	2	9	0	0	0
100	Dixon	Michael	GBR	13		64.3	0.0	0	0	0	0	0	0	0	0	2	10	0	1	0
