No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Fourcade	Martin	FRA	25	1	2.7	43.8	11	8	3	22	23	24	25	25	25	0	0	0	0
2	Boe	Johannes Thingnes	NOR	26	2	6.3	41.4	9	4	4	17	18	19	24	25	26	0	0	0	0
3	Boe	Tarjei	NOR	25	7	15.0	23.6	1	1	1	3	7	9	20	23	24	1	0	0	0
4	Shipulin	Anton	RUS	22	3	12.4	32.3	1	0	3	4	6	13	19	21	21	1	0	0	0
5	Peiffer	Arnd	GER	26	4	11.2	26.7	1	0	1	2	4	15	22	26	26	0	0	0	0
6	Eberhard	Julian	AUT	24	16	19.6	18.7	1	0	0	1	4	8	15	21	22	2	0	0	0
7	L'Abee-Lund	Henrik	NOR	20	17	19.1	21.6	1	0	0	1	4	5	10	17	19	1	0	0	0
8	Tsvetkov	Maxim	RUS	16	22	21.4	20.7	1	0	0	1	2	5	7	12	14	2	0	0	0
9	Fak	Jakov	SLO	25	6	15.1	23.4	0	3	1	4	4	9	20	21	24	1	0	0	0
10	Fillon Maillet	Quentin	FRA	24	10	22.0	21.6	0	1	2	3	4	7	13	18	21	3	0	0	0
11	Svendsen	Emil Hegle	NOR	14	24	12.4	23.1	0	1	1	2	6	8	11	13	14	0	0	0	0
12	Hofer	Lukas	ITA	26	5	15.4	24.7	0	1	1	2	3	13	20	23	25	1	0	0	0
13	Bjoentegaard	Erlend	NOR	19	26	19.7	16.9	0	1	1	2	3	7	9	14	18	1	0	0	0
14	Schempp	Simon	GER	23	12	16.3	19.4	0	1	0	1	7	10	17	19	22	1	0	0	0
15	Desthieux	Simon	FRA	26	8	15.8	22.5	0	1	0	1	2	7	18	24	26	0	0	0	0
16	Krcmar	Michal	CZE	21	29	29.1	12.0	0	1	0	1	2	6	8	13	16	5	0	0	0
17	Rastorgujevs	Andrejs	LAT	24	13	19.4	20.0	0	1	0	1	2	4	15	23	23	1	0	0	0
18	Samuelsson	Sebastian	SWE	15	44	27.5	7.8	0	1	0	1	2	2	4	9	14	1	0	0	0
19	Moravec	Ondrej	CZE	22	27	25.5	13.4	0	1	0	1	1	3	9	15	17	5	0	0	0
20	Lesser	Erik	GER	24	11	17.0	21.1	0	0	2	2	6	11	18	19	22	2	0	0	0
21	Guigonnat	Antonin	FRA	21	20	20.4	18.0	0	0	2	2	2	3	10	18	19	2	0	0	0
22	Doll	Benedikt	GER	25	9	16.1	21.6	0	0	1	1	5	11	16	23	24	1	0	0	0
23	Lindstroem	Fredrik	SWE	23	19	23.1	17.7	0	0	1	1	3	5	14	17	19	4	0	0	0
24	Windisch	Dominik	ITA	24	21	24.9	15.5	0	0	1	1	1	6	14	18	20	4	0	0	0
25	Landertinger	Dominik	AUT	13	41	24.4	9.6	0	0	1	1	1	2	4	10	11	2	0	0	0
26	Weger	Benjamin	SUI	24	15	17.9	19.8	0	0	0	0	1	8	16	22	23	1	0	0	0
27	Loginov	Alexander	RUS	18	23	24.6	18.4	0	0	0	0	1	4	9	13	15	3	0	0	0
28	Kuehn	Johannes	GER	21	28	30.8	13.8	0	0	0	0	1	3	7	13	15	6	0	0	0
29	Babikov	Anton	RUS	23	25	28.1	14.0	0	0	0	0	1	2	9	15	18	5	0	0	0
30	Burke	Tim	USA	19	32	34.2	10.1	0	0	0	0	1	2	4	8	11	8	0	0	0
31	Pidruchnyi	Dmytro	UKR	13	37	32.2	11.5	0	0	0	0	1	2	4	6	9	4	0	0	0
32	Jacquelin	Emilien	FRA	15	46	43.8	7.1	0	0	0	0	1	2	2	4	7	8	0	0	0
33	Rees	Roman	GER	11	33	24.8	17.2	0	0	0	0	1	1	5	8	10	1	0	0	0
34	Eder	Simon	AUT	22	18	16.5	19.5	0	0	0	0	0	5	16	21	22	0	0	0	0
35	Birkeland	Lars Helge	NOR	22	14	19.5	21.9	0	0	0	0	0	5	14	20	21	1	0	0	0
36	Slesingr	Michal	CZE	12	47	36.4	7.7	0	0	0	0	0	2	2	4	7	5	0	0	0
37	Lapshin	Timofei	KOR	19	30	24.0	11.3	0	0	0	0	0	1	7	14	16	1	0	2	0
38	Garanichev	Evgeniy	RUS	17	31	31.6	12.5	0	0	0	0	0	1	5	10	11	6	0	0	0
39	Bauer	Klemen	SLO	18	39	29.2	7.5	0	0	0	0	0	1	5	9	15	3	0	0	0
40	Nelin	Jesper	SWE	17	40	31.5	7.9	0	0	0	0	0	1	4	10	13	4	0	0	0
41	Anev	Krasimir	BUL	16	34	30.0	10.2	0	0	0	0	0	1	4	7	12	4	0	0	0
42	Fourcade	Simon	FRA	10	42	35.0	12.6	0	0	0	0	0	1	3	6	6	4	0	0	0
43	Wiestner	Serafin	SUI	13	73	47.8	1.9	0	0	0	0	0	1	1	4	6	7	0	0	0
44	Dolder	Mario	SUI	14	51	51.3	5.9	0	0	0	0	0	1	1	3	5	9	0	0	0
45	Chepelin	Vladimir	BLR	10	68	52.2	3.4	0	0	0	0	0	1	1	3	5	5	0	0	0
46	Christiansen	Vetle Sjaastad	NOR	4	54	23.8	16.5	0	0	0	0	0	1	1	3	4	0	0	0	0
47	Nawrath	Philipp	GER	7	60	40.1	6.3	0	0	0	0	0	1	1	2	2	5	0	0	0
48	Gjesbakk	Fredrik	NOR	3	64	38.3	12.7	0	0	0	0	0	1	1	1	2	1	0	0	0
49	Bailey	Lowell	USA	18	35	33.1	9.6	0	0	0	0	0	0	4	7	13	5	0	0	0
50	Doherty	Sean	USA	15	36	39.7	10.8	0	0	0	0	0	0	4	7	10	5	0	0	0
51	Eliseev	Matvey	RUS	16	38	38.6	9.1	0	0	0	0	0	0	3	8	11	5	0	0	0
52	Bocharnikov	Sergey	BLR	13	48	36.2	7.7	0	0	0	0	0	0	3	6	9	4	0	0	0
53	Bjoerndalen	Ole Einar	NOR	13	43	34.5	9.2	0	0	0	0	0	0	3	5	9	4	0	0	0
54	Gow	Scott	CAN	16	52	42.3	5.2	0	0	0	0	0	0	3	5	6	10	0	0	0
55	Malyshko	Dmitry	RUS	6	50	25.3	14.5	0	0	0	0	0	0	2	5	6	0	0	0	0
56	Kaukenas	Tomas	LTU	12		55.0	0.0	0	0	0	0	0	0	2	3	3	9	0	0	0
57	Pryma	Artem	UKR	13	45	37.4	8.8	0	0	0	0	0	0	1	6	9	4	0	0	0
58	Iliev	Vladimir	BUL	17	59	48.9	2.7	0	0	0	0	0	0	1	4	7	10	0	0	0
59	Seppala	Tero	FIN	19	61	46.6	2.2	0	0	0	0	0	0	1	4	7	12	0	0	0
60	Claude	Florent	BEL	9	53	38.6	7.7	0	0	0	0	0	0	1	3	5	4	0	0	0
61	Beatrix	Jean Guillaume	FRA	8	56	39.8	6.9	0	0	0	0	0	0	1	2	5	3	0	0	0
62	Smith	Nathan	CAN	9	57	47.0	5.9	0	0	0	0	0	0	1	2	4	5	0	0	0
63	Kazar	Matej	SVK	16	74	48.5	1.4	0	0	0	0	0	0	1	2	4	11	1	0	0
64	Nordgren	Leif	USA	14	71	52.1	1.9	0	0	0	0	0	0	1	2	3	11	0	0	0
65	Ermits	Kalev	EST	15	62	52.7	2.7	0	0	0	0	0	0	1	1	5	10	0	0	0
66	Dovzan	Miha	SLO	17	65	50.4	2.1	0	0	0	0	0	0	1	1	5	12	0	0	0
67	Hiidensalo	Olli	FIN	16	83	52.1	0.9	0	0	0	0	0	0	1	1	5	11	0	0	0
68	Siemakov	Volodymyr	UKR	11	69	51.1	2.6	0	0	0	0	0	0	1	1	3	8	0	0	0
69	Gow	Christian	CAN	15	49	41.5	6.0	0	0	0	0	0	0	0	6	8	7	0	0	0
70	Finello	Jeremy	SUI	16	55	48.1	3.5	0	0	0	0	0	0	0	4	6	10	0	0	0
71	Roesch	Michael	BEL	13	63	48.2	3.0	0	0	0	0	0	0	0	3	6	7	0	0	0
72	Otcenas	Martin	SVK	14	66	52.7	2.5	0	0	0	0	0	0	0	3	5	9	0	0	0
73	Bormolini	Thomas	ITA	19	58	45.4	2.7	0	0	0	0	0	0	0	2	7	12	0	0	0
74	Volkov	Alexey	RUS	4	67	35.8	8.8	0	0	0	0	0	0	0	2	3	1	0	0	0
75	Yeremin	Roman	KAZ	11	70	59.0	2.6	0	0	0	0	0	0	0	2	2	9	0	0	0
76	Eberhard	Tobias	AUT	11	72	54.3	2.2	0	0	0	0	0	0	0	1	3	7	1	0	0
77	Lessing	Roland	EST	12	75	47.8	1.9	0	0	0	0	0	0	0	1	3	9	0	0	0
78	Guzik	Grzegorz	POL	14	76	68.7	1.5	0	0	0	0	0	0	0	1	3	11	0	0	0
79	Green	Brendan	CAN	13	82	57.1	1.2	0	0	0	0	0	0	0	1	3	10	0	0	0
80	Leitner	Felix	AUT	10	77	55.7	1.9	0	0	0	0	0	0	0	1	2	8	0	0	0
81	Gronman	Tuomas	FIN	15	78	53.9	1.2	0	0	0	0	0	0	0	1	2	12	1	0	0
82	Semenov	Sergii	UKR	7	79	49.6	2.4	0	0	0	0	0	0	0	1	1	6	0	0	0
