No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Kuzmina	Anastasiya	SVK	25	3	11.9	35.0	5	1	0	6	10	17	21	23	24	1	0	0	0
2	Wierer	Dorothea	ITA	25	1	8.8	37.7	3	3	1	7	10	17	23	25	25	0	0	0	0
3	Makarainen	Kaisa	FIN	25	7	19.7	26.9	3	3	1	7	7	10	12	19	21	4	0	0	0
4	Roeiseland	Marte Olsbu	NOR	25	4	11.2	34.6	3	0	1	4	11	16	19	24	24	1	0	0	0
5	Vittozzi	Lisa	ITA	24	2	10.4	36.8	2	2	2	6	11	16	21	23	23	1	0	0	0
6	Herrmann	Denise	GER	22	8	18.9	27.8	2	1	1	4	6	9	14	18	19	3	0	0	0
7	Oeberg	Hanna	SWE	20	5	9.6	35.3	2	0	4	6	11	15	17	18	20	0	0	0	0
8	Dahlmeier	Laura	GER	15	12	9.4	36.9	1	2	2	5	8	11	13	15	15	0	0	0	0
9	Davidova	Marketa	CZE	21	21	27.4	20.4	1	2	1	4	4	5	11	11	13	8	0	0	0
10	Eckhoff	Tiril	NOR	20	13	18.1	25.9	1	2	0	3	4	7	13	14	19	1	0	0	0
11	Preuss	Franziska	GER	22	9	17.5	24.9	1	1	0	2	2	10	15	19	20	2	0	0	0
12	Dzhima	Yuliia	UKR	13	37	34.2	13.4	1	0	0	1	1	2	5	6	7	6	0	0	0
13	Fialkova	Paulina	SVK	22	6	14.1	29.9	0	2	4	6	8	11	16	19	21	1	0	0	0
14	Tandrevold	Ingrid Landmark	NOR	25	11	19.6	22.7	0	2	0	2	3	5	15	21	25	0	0	0	0
15	Chevalier-Bouchet	Anais	FRA	19	20	20.2	21.6	0	1	2	3	4	7	10	13	16	2	0	1	0
16	Hildebrand	Franziska	GER	25	16	22.3	19.7	0	1	1	2	3	4	9	20	24	1	0	0	0
17	Yurlova-Percht	Ekaterina	RUS	22	14	20.3	22.5	0	1	1	2	2	4	15	18	20	2	0	0	0
18	Hojnisz-Starega	Monika	POL	23	10	17.4	22.7	0	1	0	1	4	6	15	20	23	0	0	0	0
19	Braisaz-Bouchet	Justine	FRA	22	26	30.7	14.8	0	0	2	2	2	4	8	12	13	8	0	1	0
20	Egan	Clare	USA	24	18	23.9	19.7	0	0	1	1	1	3	13	18	20	4	0	0	0
21	Hinz	Vanessa	GER	19	27	26.1	18.1	0	0	1	1	1	3	7	12	17	2	0	0	0
22	Brorsson	Mona	SWE	21	19	22.1	22.0	0	0	0	0	2	6	12	16	18	3	0	0	0
23	Bescond	Anais	FRA	21	22	23.8	20.2	0	0	0	0	2	5	10	16	19	2	0	0	0
24	Haecki	Lena	SUI	24	25	27.6	15.9	0	0	0	0	2	4	9	17	20	4	0	0	0
25	Leshchanka	Iryna	BLR	21	15	20.6	23.4	0	0	0	0	1	7	14	17	19	2	0	0	0
26	Hauser	Lisa Theresa	AUT	23	17	21.3	21.2	0	0	0	0	1	5	12	21	21	2	0	0	0
27	Simon	Julia	FRA	21	23	23.3	19.0	0	0	0	0	1	4	11	15	18	2	0	1	0
28	Aymonier	Celia	FRA	22	24	24.5	18.1	0	0	0	0	1	4	10	17	19	3	0	0	0
29	Persson	Linn	SWE	18	28	25.7	17.9	0	0	0	0	1	4	10	13	14	4	0	0	0
30	Bendika	Baiba	LAT	19	46	39.4	6.8	0	0	0	0	1	1	2	6	9	10	0	0	0
31	Starykh	Irina	RUS	16	29	22.4	19.2	0	0	0	0	0	4	9	12	13	3	0	0	0
32	Burtasova	Evgeniya	RUS	12	34	21.3	16.6	0	0	0	0	0	3	6	9	11	1	0	0	0
33	Dunklee	Susan	USA	19	33	31.8	12.2	0	0	0	0	0	2	5	11	14	5	0	0	0
34	Hoegberg	Elisabeth	SWE	8	42	24.3	18.5	0	0	0	0	0	2	4	6	6	2	0	0	0
35	Semerenko	Vita	UKR	12	45	36.2	10.7	0	0	0	0	0	2	2	7	8	4	0	0	0
36	Zuk	Kamila	POL	16	60	50.2	4.5	0	0	0	0	0	2	2	2	3	13	0	0	0
37	Vitkova	Veronika	CZE	21	30	31.4	12.1	0	0	0	0	0	1	8	11	14	6	0	1	0
38	Mironova	Svetlana	RUS	13	31	23.1	18.8	0	0	0	0	0	1	8	9	11	2	0	0	0
39	Horchler	Karolin	GER	19	32	29.5	12.6	0	0	0	0	0	1	5	10	16	3	0	0	0
40	Merkushyna	Anastasiya	UKR	18	35	33.5	11.8	0	0	0	0	0	1	5	9	13	5	0	0	0
41	Bilosiuk	Olena	UKR	11	43	29.9	13.4	0	0	0	0	0	1	4	6	7	1	0	3	0
42	Sanfilippo	Federica	ITA	18	41	40.0	8.2	0	0	0	0	0	1	3	6	11	7	0	0	0
43	Zbylut	Kinga	POL	15	54	49.1	5.6	0	0	0	0	0	1	3	4	5	10	0	0	0
44	Semerenko	Valentina	UKR	14	47	38.9	7.3	0	0	0	0	0	1	2	5	8	5	0	1	0
45	Lunder	Emma	CAN	15	52	42.2	6.8	0	0	0	0	0	1	2	5	7	7	1	0	0
46	Reid	Joanne	USA	18	48	39.5	6.4	0	0	0	0	0	1	2	4	9	9	0	0	0
47	Weidel	Anna	GER	6	63	41.0	11.5	0	0	0	0	0	1	2	2	3	3	0	0	0
48	Schwaiger	Julia	AUT	18	55	42.5	5.3	0	0	0	0	0	1	1	4	7	10	0	1	0
49	Gasparin	Selina	SUI	6	66	32.7	10.5	0	0	0	0	0	1	1	3	4	2	0	0	0
50	Gasparin	Elisa	SUI	19	36	36.9	11.0	0	0	0	0	0	0	6	10	12	7	0	0	0
51	Gontier	Nicole	ITA	18	44	43.7	8.2	0	0	0	0	0	0	5	7	9	9	0	0	0
52	Frolina	Anna	KOR	15	40	41.5	9.9	0	0	0	0	0	0	5	6	8	7	0	0	0
53	Nigmatullina	Uliana	RUS	9	56	42.8	9.3	0	0	0	0	0	0	3	3	4	5	0	0	0
54	Vasileva	Margarita	RUS	12	61	49.6	6.4	0	0	0	0	0	0	3	3	3	6	0	0	3
55	Tachizaki	Fuyuko	JPN	21	39	36.0	7.2	0	0	0	0	0	0	2	7	15	6	0	0	0
56	Tomingas	Tuuli	EST	16	49	42.9	6.9	0	0	0	0	0	0	2	5	8	8	0	0	0
57	Alimbekava	Dzinara	BLR	14	53	46.4	7.1	0	0	0	0	0	0	2	4	8	6	0	0	0
58	Vasnetcova	Valeriia	RUS	10	57	42.3	7.4	0	0	0	0	0	0	2	3	4	6	0	0	0
59	Magnusson	Anna	SWE	11	68	52.8	5.2	0	0	0	0	0	0	2	2	2	9	0	0	0
60	Zhuravok	Yuliia	UKR	6	70	55.2	8.0	0	0	0	0	0	0	2	2	2	4	0	0	0
61	Puskarcikova	Eva	CZE	19	38	38.4	7.7	0	0	0	0	0	0	1	8	9	10	0	0	0
62	Crawford	Rosanna	CAN	18	51	42.6	5.9	0	0	0	0	0	0	1	6	8	9	1	0	0
63	Talihaerm	Johanna	EST	13	59	42.4	6.1	0	0	0	0	0	0	1	4	6	7	0	0	0
64	Maeda	Sari	JPN	15	64	59.9	4.4	0	0	0	0	0	0	1	4	5	10	0	0	0
65	Kuklina	Larisa	RUS	6	62	30.8	8.8	0	0	0	0	0	0	1	4	4	2	0	0	0
66	Nilsson	Emma	SWE	13	58	40.8	6.1	0	0	0	0	0	0	1	3	7	5	1	0	0
67	Kruchinkina	Elena	BLR	8	65	34.0	8.0	0	0	0	0	0	0	1	3	6	2	0	0	0
68	Bondar	Iana	UKR	5	77	34.5	7.8	0	0	0	0	0	0	1	2	2	2	1	0	0
69	Beaudry	Sarah	CAN	13	75	53.9	3.2	0	0	0	0	0	0	1	1	4	9	0	0	0
70	Kalkenberg	Emilie Aagheim	NOR	11	79	53.4	2.8	0	0	0	0	0	0	1	1	3	8	0	0	0
71	Solemdal	Synnoeve	NOR	13	50	39.7	8.4	0	0	0	0	0	0	0	6	8	5	0	0	0
72	Kruchinkina	Irina	BLR	14	74	52.1	3.0	0	0	0	0	0	0	0	3	3	10	1	0	0
73	Colombo	Caroline	FRA	9	67	38.9	6.8	0	0	0	0	0	0	0	2	6	3	0	0	0
74	Fialkova	Ivona	SVK	15	69	48.8	3.5	0	0	0	0	0	0	0	2	5	10	0	0	0
75	Brun-Lie	Thekla	NOR	9	71	48.2	4.3	0	0	0	0	0	0	0	2	4	5	0	0	0
76	Runggaldier	Alexia	ITA	12	72	49.3	3.6	0	0	0	0	0	0	0	2	4	8	0	0	0
77	Bankes	Megan	CAN	14	80	61.1	2.4	0	0	0	0	0	0	0	2	3	10	1	0	0
78	Innerhofer	Katharina	AUT	13	73	45.3	3.0	0	0	0	0	0	0	0	1	7	6	0	0	0
79	Oja	Regina	EST	16	76	50.3	2.6	0	0	0	0	0	0	0	1	5	11	0	0	0
80	Zhang	Yan	CHN	14	78	47.6	2.3	0	0	0	0	0	0	0	1	4	10	0	0	0
81	Charvatova	Lucie	CZE	12	81	63.9	2.7	0	0	0	0	0	0	0	1	4	8	0	0	0
82	Tang	Jialin	CHN	15	83	51.0	1.8	0	0	0	0	0	0	0	1	4	10	1	0	0
83	Horchler	Nadine	GER	7	82	39.4	3.9	0	0	0	0	0	0	0	1	2	5	0	0	0
84	Slivko	Victoria	RUS	2	84	29.0	12.0	0	0	0	0	0	0	0	1	2	0	0	0	0
85	Gasparin	Aita	SUI	12	85	59.3	1.7	0	0	0	0	0	0	0	1	1	11	0	0	0
86	Kocergina	Natalja	LTU	13	86	72.8	1.0	0	0	0	0	0	0	0	1	1	12	0	0	0
87	Knotten	Karoline Offigstad	NOR	5	87	57.6	2.6	0	0	0	0	0	0	0	1	1	4	0	0	0
88	Porshneva	Anastasiia	RUS	5	88	43.0	2.0	0	0	0	0	0	0	0	0	2	2	1	0	0
89	Sola	Hanna	BLR	11	91	64.4	0.8	0	0	0	0	0	0	0	0	2	9	0	0	0
90	Rieder	Christina	AUT	11	93	48.5	0.8	0	0	0	0	0	0	0	0	2	9	0	0	0
91	Belchenko	Yelizaveta	KAZ	14	89	59.6	0.7	0	0	0	0	0	0	0	0	1	13	0	0	0
92	Jislova	Jessica	CZE	7	90	69.3	1.3	0	0	0	0	0	0	0	0	1	6	0	0	0
93	Hettich	Janina	GER	2	92	38.0	4.5	0	0	0	0	0	0	0	0	1	1	0	0	0
94	Yordanova	Emiliya	BUL	13	94	70.6	0.5	0	0	0	0	0	0	0	0	1	12	0	0	0
95	Yurkevich	Darya	BLR	7	95	63.6	0.7	0	0	0	0	0	0	0	0	1	6	0	0	0
96	Lehtonen	Venla	FIN	10	96	68.4	0.5	0	0	0	0	0	0	0	0	1	9	0	0	0
