No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Fourcade	Martin	FRA	24	1	5.8	46.1	10	5	1	16	19	21	21	23	24	0	0	0	0
2	Schempp	Simon	GER	18	4	10.3	36.6	5	4	1	10	11	13	16	17	17	1	0	0	0
3	Boe	Johannes Thingnes	NOR	22	2	10.5	37.3	3	2	1	6	9	15	20	21	21	1	0	0	0
4	Bjoerndalen	Ole Einar	NOR	18	13	14.1	30.4	1	3	3	7	7	9	13	16	16	2	0	0	0
5	Shipulin	Anton	RUS	25	3	13.4	32.2	1	2	4	7	10	13	20	22	23	2	0	0	0
6	Eder	Simon	AUT	22	5	11.5	31.0	1	1	1	3	4	10	19	21	22	0	0	0	0
7	Lesser	Erik	GER	24	14	19.6	23.0	1	0	1	2	4	6	14	19	22	2	0	0	0
8	Windisch	Dominik	ITA	21	22	28.0	18.4	1	0	0	1	3	6	10	12	15	6	0	0	0
9	Eberhard	Julian	AUT	23	24	27.7	16.5	1	0	0	1	2	3	6	17	18	5	0	0	0
10	Beatrix	Jean Guillaume	FRA	21	31	30.4	13.4	1	0	0	1	2	2	4	11	16	4	0	1	0
11	Peiffer	Arnd	GER	22	11	16.7	26.8	0	2	1	3	6	11	15	18	18	3	0	1	0
12	Boe	Tarjei	NOR	23	6	14.0	30.8	0	1	3	4	8	12	17	20	22	1	0	0	0
13	Svendsen	Emil Hegle	NOR	19	10	12.2	31.3	0	1	2	3	6	11	15	18	19	0	0	0	0
14	Landertinger	Dominik	AUT	21	9	14.9	27.3	0	1	0	1	5	10	16	19	19	2	0	0	0
15	Doll	Benedikt	GER	24	8	18.0	25.1	0	1	0	1	3	8	17	20	22	2	0	0	0
16	Moravec	Ondrej	CZE	21	25	26.2	16.2	0	1	0	1	2	5	9	14	17	4	0	0	0
17	Tsvetkov	Maxim	RUS	22	26	25.4	15.8	0	1	0	1	2	2	10	15	16	6	0	0	0
18	Fillon Maillet	Quentin	FRA	24	12	17.3	23.2	0	0	2	2	5	10	17	18	20	2	0	2	0
19	Garanichev	Evgeniy	RUS	23	7	13.8	28.7	0	0	2	2	2	12	18	21	23	0	0	0	0
20	Slesingr	Michal	CZE	22	18	24.3	19.3	0	0	1	1	1	4	13	15	19	3	0	0	0
21	Semenov	Sergii	UKR	22	21	26.7	17.9	0	0	1	1	1	4	12	14	17	5	0	0	0
22	Volkov	Alexey	RUS	11	43	31.6	15.2	0	0	1	1	1	2	3	6	9	2	0	0	0
23	Krcmar	Michal	CZE	23	23	27.6	16.7	0	0	0	0	2	3	7	17	20	3	0	0	0
24	Pidruchnyi	Dmytro	UKR	14	37	25.3	14.5	0	0	0	0	1	5	6	9	9	5	0	0	0
25	Birnbacher	Andreas	GER	18	19	18.1	23.4	0	0	0	0	1	4	12	16	16	2	0	0	0
26	Rastorgujevs	Andrejs	LAT	22	20	24.9	17.9	0	0	0	0	1	4	9	15	19	3	0	0	0
27	Fak	Jakov	SLO	14	34	28.4	17.0	0	0	0	0	1	4	6	7	11	3	0	0	0
