No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Boe	Johannes Thingnes	NOR	25	1	2.8	53.3	16	3	0	19	21	24	25	25	25	0	0	0	0
2	Fillon Maillet	Quentin	FRA	25	3	12.0	34.2	2	2	5	9	10	13	19	23	25	0	0	0	0
3	Fourcade	Martin	FRA	19	12	10.6	34.1	2	1	0	3	11	14	14	16	17	1	0	1	0
4	Loginov	Alexander	RUS	25	2	10.5	35.2	1	3	3	7	10	15	22	25	25	0	0	0	0
5	Peiffer	Arnd	GER	23	5	11.3	34.9	1	3	2	6	9	15	19	22	22	1	0	0	0
6	Christiansen	Vetle Sjaastad	NOR	24	13	19.3	26.9	1	2	1	4	7	9	15	18	21	3	0	0	0
7	Pidruchnyi	Dmytro	UKR	22	18	23.2	18.5	1	0	0	1	2	4	10	17	21	1	0	0	0
8	Windisch	Dominik	ITA	22	17	25.7	19.6	1	0	0	1	2	3	12	16	18	4	0	0	0
9	Guigonnat	Antonin	FRA	24	11	14.5	28.8	0	3	1	4	6	11	18	22	24	0	0	0	0
10	Boe	Tarjei	NOR	22	6	11.2	32.9	0	2	2	4	7	13	19	21	22	0	0	0	0
11	Desthieux	Simon	FRA	25	4	9.4	34.4	0	1	1	2	6	17	23	24	25	0	0	0	0
12	Eberhard	Julian	AUT	25	9	15.7	27.8	0	1	1	2	6	10	19	22	23	2	0	0	0
13	Hofer	Lukas	ITA	25	10	15.5	27.8	0	1	1	2	4	12	19	22	23	2	0	0	0
14	Bjoentegaard	Erlend	NOR	24	16	23.1	20.8	0	1	0	1	2	5	12	19	21	3	0	0	0
15	Kuehn	Johannes	GER	22	28	28.3	13.8	0	1	0	1	1	2	3	14	19	3	0	0	0
16	Iliev	Vladimir	BUL	19	43	42.6	7.1	0	1	0	1	1	1	1	5	11	8	0	0	0
17	Doll	Benedikt	GER	25	7	16.8	28.2	0	0	3	3	5	12	20	21	21	4	0	0	0
18	Eder	Simon	AUT	25	8	13.0	28.0	0	0	1	1	3	13	21	22	23	1	0	1	0
19	Samuelsson	Sebastian	SWE	20	22	21.8	18.3	0	0	1	1	2	5	9	17	19	1	0	0	0
20	Garanichev	Evgeniy	RUS	24	15	20.5	20.4	0	0	1	1	1	5	13	21	23	1	0	0	0
21	Ponsiluoma	Martin	SWE	13	38	31.0	11.6	0	0	1	1	1	1	4	5	9	4	0	0	0
22	Rees	Roman	GER	9	42	28.9	15.3	0	0	1	1	1	1	3	6	8	1	0	0	0
23	Lesser	Erik	GER	18	23	20.8	19.8	0	0	0	0	2	4	9	15	16	2	0	0	0
24	Weger	Benjamin	SUI	24	14	19.0	23.6	0	0	0	0	1	9	16	19	21	3	0	0	0
25	Birkeland	Lars Helge	NOR	14	31	22.4	19.4	0	0	0	0	1	4	7	10	12	2	0	0	0
26	Fak	Jakov	SLO	16	26	22.2	20.5	0	0	0	0	1	2	9	13	14	2	0	0	0
27	Leitner	Felix	AUT	21	27	29.2	15.4	0	0	0	0	1	2	6	15	18	3	0	0	0
28	Schempp	Simon	GER	9	44	30.0	14.9	0	0	0	0	1	2	2	6	7	2	0	0	0
29	L'Abee-Lund	Henrik	NOR	21	19	23.0	19.4	0	0	0	0	0	5	11	16	19	2	0	0	0
30	Krcmar	Michal	CZE	25	21	25.8	15.7	0	0	0	0	0	2	9	18	21	4	0	0	0
31	Jacquelin	Emilien	FRA	22	24	25.7	16.0	0	0	0	0	0	2	7	18	20	2	0	0	0
32	Gow	Christian	CAN	18	32	33.2	13.1	0	0	0	0	0	2	7	11	12	5	0	1	0
33	Rastorgujevs	Andrejs	LAT	20	20	21.6	18.8	0	0	0	0	0	1	10	17	19	1	0	0	0
34	Eliseev	Matvey	RUS	20	29	26.2	14.9	0	0	0	0	0	1	9	16	18	2	0	0	0
35	Doherty	Sean	USA	23	25	28.7	14.4	0	0	0	0	0	1	7	15	18	5	0	0	0
36	Moravec	Ondrej	CZE	18	30	29.2	14.5	0	0	0	0	0	1	7	12	16	2	0	0	0
37	Nawrath	Philipp	GER	12	33	21.3	19.7	0	0	0	0	0	1	6	10	11	1	0	0	0
38	Fourcade	Simon	FRA	10	37	27.2	16.9	0	0	0	0	0	1	4	7	8	2	0	0	0
39	Dale	Johannes	NOR	6	50	32.8	16.7	0	0	0	0	0	1	3	4	4	2	0	0	0
40	Claude	Florent	BEL	18	51	42.7	5.4	0	0	0	0	0	1	2	2	11	7	0	0	0
41	Pettersen	Sindre	NOR	4	52	37.5	16.5	0	0	0	0	0	1	2	2	2	2	0	0	0
42	Semenov	Sergii	UKR	12	54	50.7	5.4	0	0	0	0	0	1	1	1	6	6	0	0	0
43	Femling	Peppe	SWE	12	67	68.4	2.5	0	0	0	0	0	1	1	1	2	10	0	0	0
44	Landertinger	Dominik	AUT	15	34	32.9	10.9	0	0	0	0	0	0	5	8	10	5	0	0	0
45	Pryma	Artem	UKR	16	35	30.0	11.4	0	0	0	0	0	0	4	8	11	4	0	1	0
46	Malyshko	Dmitry	RUS	16	36	35.0	10.8	0	0	0	0	0	0	4	8	10	6	0	0	0
47	Krupcik	Tomas	CZE	15	41	38.5	10.3	0	0	0	0	0	0	4	7	9	6	0	0	0
48	Nelin	Jesper	SWE	16	40	31.6	9.2	0	0	0	0	0	0	3	6	12	4	0	0	0
49	Gow	Scott	CAN	16	48	42.1	6.3	0	0	0	0	0	0	3	5	7	9	0	0	0
50	Claude	Fabien	FRA	8	47	38.0	14.4	0	0	0	0	0	0	3	5	5	3	0	0	0
51	Anev	Krasimir	BUL	17	39	32.1	8.9	0	0	0	0	0	0	2	8	11	5	0	1	0
52	Finello	Jeremy	SUI	17	45	44.9	7.7	0	0	0	0	0	0	2	5	10	7	0	0	0
53	Chepelin	Vladimir	BLR	13	59	46.0	4.3	0	0	0	0	0	0	2	2	5	8	0	0	0
54	Fratzscher	Lucas	GER	4	56	38.0	16.0	0	0	0	0	0	0	2	2	3	1	0	0	0
55	Bormolini	Thomas	ITA	17	46	43.7	7.6	0	0	0	0	0	0	1	7	10	7	0	0	0
56	Bauer	Klemen	SLO	15	49	41.9	7.0	0	0	0	0	0	0	1	4	8	7	0	0	0
