No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Fourcade	Martin	FRA	26	1	2.2	53.7	14	3	5	22	25	26	26	26	26	0	0	0	0
2	Boe	Johannes Thingnes	NOR	21	3	9.1	36.9	2	5	1	8	12	16	18	20	21	0	0	0	0
3	Shipulin	Anton	RUS	26	2	10.3	36.3	2	3	4	9	12	15	20	26	26	0	0	0	0
4	Eberhard	Julian	AUT	24	6	13.6	29.3	2	1	1	4	5	12	19	23	23	1	0	0	0
5	Schempp	Simon	GER	22	5	11.3	33.7	2	1	0	3	7	14	19	21	21	1	0	0	0
6	Peiffer	Arnd	GER	26	4	14.3	29.3	1	1	1	3	8	10	19	23	26	0	0	0	0
7	Bailey	Lowell	USA	23	8	15.3	27.9	1	1	0	2	3	8	18	22	22	1	0	0	0
8	Babikov	Anton	RUS	22	24	26.0	16.6	1	0	1	2	2	6	9	12	17	5	0	0	0
9	Doll	Benedikt	GER	26	11	18.5	23.7	1	0	0	1	2	5	16	24	25	1	0	0	0
10	Svendsen	Emil Hegle	NOR	19	7	10.7	31.8	0	2	4	6	10	12	16	18	19	0	0	0	0
11	Moravec	Ondrej	CZE	24	12	19.7	24.9	0	2	0	2	6	9	15	18	21	3	0	0	0
12	Eder	Simon	AUT	20	13	16.4	26.3	0	1	2	3	4	7	13	17	18	2	0	0	0
13	Fillon Maillet	Quentin	FRA	26	20	23.0	17.9	0	1	1	2	3	4	10	18	20	3	0	3	0
14	Lesser	Erik	GER	24	10	17.0	25.9	0	1	0	1	6	8	14	21	23	1	0	0	0
15	Lindstroem	Fredrik	SWE	20	28	25.9	17.8	0	1	0	1	2	4	10	12	16	4	0	0	0
16	Rastorgujevs	Andrejs	LAT	21	21	24.5	21.2	0	1	0	1	1	8	11	15	17	4	0	0	0
17	Tsvetkov	Maxim	RUS	21	19	21.1	20.4	0	1	0	1	1	5	13	17	19	2	0	0	0
18	Slesingr	Michal	CZE	25	22	27.0	16.9	0	1	0	1	1	3	10	18	21	4	0	0	0
19	Windisch	Dominik	ITA	26	14	23.2	20.2	0	0	2	2	2	4	11	22	23	3	0	0	0
20	Bjoerndalen	Ole Einar	NOR	25	9	17.4	24.3	0	0	1	1	4	11	17	20	23	2	0	0	0
21	Semenov	Sergii	UKR	26	23	28.3	16.2	0	0	1	1	3	4	9	17	19	7	0	0	0
22	Krcmar	Michal	CZE	25	17	23.0	19.9	0	0	1	1	1	9	12	19	21	4	0	0	0
