No	Family Name	Given Name	Nation	Races	"World CupRank"	"Rank(avg)"	"Points(avg)"	Wins	2nd	3rd	Podiums	Top5s	Top10s	Top20s	Top30s	Top40s	>40	LAP	DNF	DSQ
1	Boe	Johannes Thingnes	NOR	17	1	2.4	53.7	10	2	1	13	16	17	17	17	17	0	0	0	0
2	Fourcade	Martin	FRA	21	2	4.7	46.0	7	2	1	10	14	19	21	21	21	0	0	0	0
3	Fillon Maillet	Quentin	FRA	21	3	6.2	42.4	1	7	2	10	11	17	21	21	21	0	0	0	0
4	Jacquelin	Emilien	FRA	20	5	9.9	36.4	1	3	4	8	9	13	17	19	20	0	0	0	0
5	Loginov	Alexander	RUS	19	7	12.7	33.1	1	1	2	4	6	9	18	18	18	1	0	0	0
6	Doll	Benedikt	GER	21	8	14.0	29.8	1	1	1	3	5	7	17	20	20	1	0	0	0
7	Boe	Tarjei	NOR	21	4	8.8	36.4	0	2	2	4	8	17	18	21	21	0	0	0	0
8	Desthieux	Simon	FRA	21	6	12.0	33.0	0	2	1	3	7	13	18	20	20	1	0	0	0
9	Peiffer	Arnd	GER	20	11	15.3	27.0	0	1	1	2	4	9	13	17	17	2	0	1	0
10	Christiansen	Vetle Sjaastad	NOR	21	10	17.2	27.0	0	0	2	2	5	11	14	16	19	2	0	0	0
11	Eliseev	Matvey	RUS	20	15	21.3	21.1	0	0	1	1	3	5	11	16	18	2	0	0	0
12	Claude	Fabien	FRA	17	19	21.3	20.9	0	0	1	1	2	4	10	13	15	2	0	0	0
13	Kuehn	Johannes	GER	21	13	18.8	22.6	0	0	1	1	1	5	12	19	20	1	0	0	0
14	Landertinger	Dominik	AUT	13	45	41.3	8.0	0	0	1	1	1	1	2	3	7	6	0	0	0
15	Fak	Jakov	SLO	20	14	21.1	23.4	0	0	0	0	4	4	13	16	17	3	0	0	0
16	Dale	Johannes	NOR	20	9	15.7	28.8	0	0	0	0	2	12	16	18	19	1	0	0	0
17	Bjoentegaard	Erlend	NOR	18	12	14.4	27.5	0	0	0	0	2	8	15	16	18	0	0	0	0
18	Weger	Benjamin	SUI	16	30	32.7	12.0	0	0	0	0	2	2	4	7	9	6	0	1	0
19	Hofer	Lukas	ITA	20	16	24.7	20.3	0	0	0	0	1	5	11	17	17	3	0	0	0
20	Pidruchnyi	Dmytro	UKR	19	17	21.7	19.3	0	0	0	0	1	4	11	16	17	1	0	1	0
21	Krcmar	Michal	CZE	20	21	27.5	15.4	0	0	0	0	1	2	7	14	18	2	0	0	0
22	Nawrath	Philipp	GER	5	38	17.6	26.2	0	0	0	0	1	2	4	4	4	1	0	0	0
23	Leitner	Felix	AUT	19	22	30.5	15.0	0	0	0	0	0	4	9	12	13	6	0	0	0
24	Eberhard	Julian	AUT	18	20	22.5	18.2	0	0	0	0	0	3	7	15	16	1	0	1	0
25	Windisch	Dominik	ITA	21	25	35.2	12.7	0	0	0	0	0	3	6	11	13	8	0	0	0
26	Horn	Philipp	GER	21	18	24.9	17.1	0	0	0	0	0	2	9	16	18	3	0	0	0
27	Eder	Simon	AUT	15	24	28.2	18.3	0	0	0	0	0	2	7	11	13	2	0	0	0
28	Pryma	Artem	UKR	20	23	27.7	14.7	0	0	0	0	0	1	7	13	17	3	0	0	0
29	Guigonnat	Antonin	FRA	15	27	27.5	16.9	0	0	0	0	0	1	7	11	12	3	0	0	0
30	Samuelsson	Sebastian	SWE	16	28	27.4	15.1	0	0	0	0	0	1	6	11	13	3	0	0	0
31	Nelin	Jesper	SWE	17	31	36.7	10.6	0	0	0	0	0	1	5	7	10	7	0	0	0
32	Ponsiluoma	Martin	SWE	15	33	39.1	11.5	0	0	0	0	0	1	4	10	10	5	0	0	0
33	Laegreid	Sturla Holm	NOR	4	43	12.3	28.8	0	0	0	0	0	1	4	4	4	0	0	0	0
34	Iliev	Vladimir	BUL	16	35	40.1	8.1	0	0	0	0	0	1	3	6	8	8	0	0	0
35	Seppala	Tero	FIN	17	37	38.5	7.8	0	0	0	0	0	1	2	4	10	7	0	0	0
36	Schempp	Simon	GER	12	41	32.0	9.9	0	0	0	0	0	1	1	6	8	4	0	0	0
37	Nordgren	Leif	USA	13	55	50.9	4.7	0	0	0	0	0	1	1	3	4	9	0	0	0
38	Moravec	Ondrej	CZE	17	26	28.7	15.2	0	0	0	0	0	0	7	11	13	4	0	0	0
39	Rastorgujevs	Andrejs	LAT	17	29	28.9	13.3	0	0	0	0	0	0	6	10	16	1	0	0	0
40	Smolski	Anton	BLR	13	36	41.4	10.2	0	0	0	0	0	0	4	5	8	5	0	0	0
41	Anev	Krasimir	BUL	12	40	36.9	9.5	0	0	0	0	0	0	4	5	7	4	0	1	0
42	Garanichev	Evgeniy	RUS	16	32	32.0	10.9	0	0	0	0	0	0	3	7	12	4	0	0	0
